UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-163217	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799178	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799179	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799191	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799196	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799197	20130528
Q16718	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12653	protein		Reactome:R-HSA-6799202	20130528
P40926	MDH2	"Malate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11540	protein		Reactome:R-HSA-70979	20130528
P40926	MDH2	"Malate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11540	protein		Reactome:R-HSA-71783	20130528
O43920	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15224	protein		Reactome:R-HSA-163217	20130528
O43920	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15224	protein		Reactome:R-HSA-6799179	20130528
O43920	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15224	protein		Reactome:R-HSA-6799196	20130528
Q16698	DECR1	"2,4-dienoyl-CoA reductase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-109343	20130528
Q16654	PDK4	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11947	protein		Reactome:R-HSA-203946	20130528
P00167	CYB5A	Cytochrome b5		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR19359	protein		Reactome:R-HSA-198824	20130528
P00167	CYB5A	Cytochrome b5		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR19359	protein		Reactome:R-HSA-198845	20130528
P00156	MT-CYB	Cytochrome b		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR19271	protein		Reactome:R-HSA-164651	20130528
P15954	COX7C	"Cytochrome c oxidase subunit 7C, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13313	protein		Reactome:R-HSA-163214	20130528
P27338	MAOB	Amine oxidase [flavin-containing] B		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43563	protein		Reactome:R-HSA-141200	20130528
P27338	MAOB	Amine oxidase [flavin-containing] B		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43563	protein		Reactome:R-HSA-141202	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-163217	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799178	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799179	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799191	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799196	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799197	20130528
P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20900	protein		Reactome:R-HSA-6799202	20130528
P49419	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43521	protein		Reactome:R-HSA-6797955	20130528
P49419	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43521	protein		Reactome:R-HSA-70941	20130528
P10809	HSPD1	"60 kDa heat shock protein, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45633	protein		Reactome:R-HSA-8869558	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-163217	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799178	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799179	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799191	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799196	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799197	20130528
O43674	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13178	protein		Reactome:R-HSA-6799202	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-163217	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799178	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799179	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799191	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799196	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799197	20130528
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12878	protein		Reactome:R-HSA-6799202	20130528
P28330	ACADL	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43604	protein		Reactome:R-HSA-77263	20130528
P28330	ACADL	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43604	protein		Reactome:R-HSA-77274	20130528
Q99551	MTERF1	"Transcription termination factor 1, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15437	protein		Reactome:R-HSA-1592251	20130528
Q99551	MTERF1	"Transcription termination factor 1, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15437	protein		Reactome:R-HSA-163320	20130528
P11310	ACADM	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43516	protein		Reactome:R-HSA-109341	20130528
P11310	ACADM	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43516	protein		Reactome:R-HSA-1989745	20130528
P11310	ACADM	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43516	protein		Reactome:R-HSA-77338	20130528
P11310	ACADM	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43516	protein		Reactome:R-HSA-77345	20130528
Q99798	ACO2	"Aconitate hydratase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43160	protein		Reactome:R-HSA-450975	20130528
Q99798	ACO2	"Aconitate hydratase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43160	protein		Reactome:R-HSA-70971	20130528
Q99757	TXN2	"Thioredoxin, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43601	protein		Reactome:R-HSA-9035227	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-508369	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-6785722	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-6786854	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-6787591	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-6787594	20130528
Q99714	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43658	protein		Reactome:R-HSA-70837	20130528
O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14256	protein		Reactome:R-HSA-163214	20130528
O00429	DNM1L	Dynamin-1-like protein		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11566	protein		Reactome:R-HSA-351948	20130528
P14927	UQCRB	Cytochrome b-c1 complex subunit 7		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12022	protein		Reactome:R-HSA-164651	20130528
Q15031	LARS2	"Probable leucine--tRNA ligase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43740	protein		Reactome:R-HSA-380200	20130528
P18859	ATP5PF	"ATP synthase-coupling factor 6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12441	protein		Reactome:R-HSA-164832	20130528
P18859	ATP5PF	"ATP synthase-coupling factor 6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12441	protein		Reactome:R-HSA-164834	20130528
P18859	ATP5PF	"ATP synthase-coupling factor 6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12441	protein		Reactome:R-HSA-164840	20130528
P18859	ATP5PF	"ATP synthase-coupling factor 6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12441	protein		Reactome:R-HSA-8949580	20130528
Q9BYV1	AGXT2	"Alanine--glyoxylate aminotransferase 2, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45688	protein		Reactome:R-HSA-904864	20130528
P11177	PDHB	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11624	protein		Reactome:R-HSA-203946	20130528
P11177	PDHB	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11624	protein		Reactome:R-HSA-204169	20130528
P11177	PDHB	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11624	protein		Reactome:R-HSA-6792572	20130528
P11177	PDHB	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11624	protein		Reactome:R-HSA-71397	20130528
Q92934	BAD	Bcl2-associated agonist of cell death		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28540	protein		Reactome:R-HSA-139897	20130528
Q92934	BAD	Bcl2-associated agonist of cell death		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28540	protein		Reactome:R-HSA-139905	20130528
Q92934	BAD	Bcl2-associated agonist of cell death		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28540	protein		Reactome:R-HSA-508162	20130528
Q92947	GCDH	"Glutaryl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42807	protein		Reactome:R-HSA-71046	20130528
P06576	ATP5F1B	"ATP synthase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15184	protein		Reactome:R-HSA-1592247	20130528
P06576	ATP5F1B	"ATP synthase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15184	protein		Reactome:R-HSA-164832	20130528
P06576	ATP5F1B	"ATP synthase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15184	protein		Reactome:R-HSA-164834	20130528
P06576	ATP5F1B	"ATP synthase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15184	protein		Reactome:R-HSA-164840	20130528
P06576	ATP5F1B	"ATP synthase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15184	protein		Reactome:R-HSA-8949580	20130528
P00846	MT-ATP6	ATP synthase subunit a		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11410	protein		Reactome:R-HSA-164832	20130528
P00846	MT-ATP6	ATP synthase subunit a		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11410	protein		Reactome:R-HSA-164834	20130528
P00846	MT-ATP6	ATP synthase subunit a		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11410	protein		Reactome:R-HSA-164840	20130528
P00846	MT-ATP6	ATP synthase subunit a		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11410	protein		Reactome:R-HSA-8949580	20130528
P20674	COX5A	"Cytochrome c oxidase subunit 5A, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14200	protein		Reactome:R-HSA-163214	20130528
P38117	ETFB	Electron transfer flavoprotein subunit beta		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21294	protein		Reactome:R-HSA-169260	20130528
P38117	ETFB	Electron transfer flavoprotein subunit beta		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21294	protein		Reactome:R-HSA-169270	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-163217	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799178	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799179	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799191	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799196	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799197	20130528
Q9Y6M9	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12868	protein		Reactome:R-HSA-6799202	20130528
Q00059	TFAM	"Transcription factor A, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46597	protein		Reactome:R-HSA-163296	20130528
Q00059	TFAM	"Transcription factor A, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46597	protein		Reactome:R-HSA-163310	20130528
Q9HCL2	GPAM	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12563	protein		Reactome:R-HSA-1482695	20130528
Q9HCL2	GPAM	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12563	protein		Reactome:R-HSA-1655837	20130528
Q9HCL2	GPAM	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12563	protein		Reactome:R-HSA-75886	20130528
Q9HCL2	GPAM	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12563	protein		Reactome:R-HSA-8932020	20130528
Q9HD34	LYRM4	LYR motif-containing protein 4		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13166	protein		Reactome:R-HSA-1362408	20130528
Q9HD34	LYRM4	LYR motif-containing protein 4		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13166	protein		Reactome:R-HSA-1362416	20130528
P33121	ACSL1	Long-chain-fatty-acid--CoA ligase 1		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43272	protein		Reactome:R-HSA-1989778	20130528
Q8N159	NAGS	"N-acetylglutamate synthase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23342	protein		Reactome:R-HSA-70542	20130528
Q99643	SDHC	"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10978	protein		Reactome:R-HSA-70994	20130528
P36551	CPOX	"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial"		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10755	protein		Reactome:R-HSA-189421	20130528
P36542	ATP5F1C	"ATP synthase subunit gamma, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11693	protein		Reactome:R-HSA-164832	20130528
P36542	ATP5F1C	"ATP synthase subunit gamma, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11693	protein		Reactome:R-HSA-164834	20130528
P36542	ATP5F1C	"ATP synthase subunit gamma, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11693	protein		Reactome:R-HSA-164840	20130528
P36542	ATP5F1C	"ATP synthase subunit gamma, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11693	protein		Reactome:R-HSA-8949580	20130528
Q13825	AUH	"Methylglutaconyl-CoA hydratase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11941	protein		Reactome:R-HSA-70785	20130528
P14854	COX6B1	Cytochrome c oxidase subunit 6B1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11387	protein		Reactome:R-HSA-163214	20130528
Q13794	PMAIP1	Phorbol-12-myristate-13-acetate-induced protein 1		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14299	protein		Reactome:R-HSA-140216	20130528
Q13794	PMAIP1	Phorbol-12-myristate-13-acetate-induced protein 1		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR14299	protein		Reactome:R-HSA-508162	20130528
O14949	UQCRQ	Cytochrome b-c1 complex subunit 8		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12119	protein		Reactome:R-HSA-164651	20130528
Q12887	COX10	"Protoheme IX farnesyltransferase, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43448	protein		Reactome:R-HSA-2995330	20130528
P50440	GATM	"Glycine amidinotransferase, mitochondrial"		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10488	protein		Reactome:R-HSA-71275	20130528
Q9BZ23	PANK2	"Pantothenate kinase 2, mitochondrial"		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12280	protein		Reactome:R-HSA-196857	20130528
P13804	ETFA	"Electron transfer flavoprotein subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43153	protein		Reactome:R-HSA-169260	20130528
P13804	ETFA	"Electron transfer flavoprotein subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43153	protein		Reactome:R-HSA-169270	20130528
P50336	PPOX	Protoporphyrinogen oxidase		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42923	protein		Reactome:R-HSA-189423	20130528
O95140	MFN2	Mitofusin-2		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10465	protein		Reactome:R-HSA-992703	20130528
P05141	SLC25A5	ADP/ATP translocase 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45635	protein		Reactome:R-HSA-163215	20130528
P05141	SLC25A5	ADP/ATP translocase 2		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR45635	protein		Reactome:R-HSA-180905	20130528
P07919	UQCRH	"Cytochrome b-c1 complex subunit 6, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR15336	protein		Reactome:R-HSA-164651	20130528
P03928	MT-ATP8	ATP synthase protein 8		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13722	protein		Reactome:R-HSA-164832	20130528
P03928	MT-ATP8	ATP synthase protein 8		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13722	protein		Reactome:R-HSA-164834	20130528
P03928	MT-ATP8	ATP synthase protein 8		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13722	protein		Reactome:R-HSA-164840	20130528
P03928	MT-ATP8	ATP synthase protein 8		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13722	protein		Reactome:R-HSA-8949580	20130528
P05091	ALDH2	"Aldehyde dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11699	protein		Reactome:R-HSA-380608	20130528
P05091	ALDH2	"Aldehyde dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11699	protein		Reactome:R-HSA-71723	20130528
Q8N5Z0	AADAT	"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42790	protein		Reactome:R-HSA-508561	20130528
Q8N5Z0	AADAT	"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42790	protein		Reactome:R-HSA-70952	20130528
Q8N5Z0	AADAT	"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42790	protein		Reactome:R-HSA-893583	20130528
P80404	ABAT	"4-aminobutyrate aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43206	protein		Reactome:R-HSA-916855	20130528
P13073	COX4I1	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10707	protein		Reactome:R-HSA-163214	20130528
P21953	BCKDHB	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42980	protein		Reactome:R-HSA-6792572	20130528
P21953	BCKDHB	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR42980	protein		Reactome:R-HSA-70713	20130528
